film_id,Analistas e IA,Analistas e Autores,Analistas e Pares,IA e Autores,IA e Pares,Autores e Pares
1070101,0.23293282091617584,0.3044913113117218,0.3706589937210083,0.1339029222726822,0.12925025820732117,0.4428021013736725
1070102,0.29356780648231506,0.40774038434028625,0.2746087610721588,0.1453968733549118,0.1173158586025238,0.409854531288147
1070103,0.22144563496112823,0.44286561012268066,0.24870194494724274,0.21281634271144867,0.15382930636405945,0.5206983685493469
1070105,0.1782284826040268,0.39475730061531067,0.2518932521343231,0.19254571199417114,0.1409067064523697,0.494228720664978
1070106,0.34116142988204956,0.4741658866405487,0.5639067888259888,0.26657870411872864,0.31302711367607117,0.4923616051673889
1070107,0.20696938037872314,0.4444715082645416,0.35713496804237366,0.14545629918575287,0.12416598200798035,0.42344236373901367
1070109,0.2333104908466339,0.4411681592464447,0.43277156352996826,0.29952630400657654,0.23754668235778809,0.3827364444732666
1070110,0.21270014345645905,0.2757261395454407,0.21312378346920013,0.20518100261688232,0.16501857340335846,0.593467652797699
1070111,0.1686205118894577,0.3403451442718506,0.3572443723678589,0.16450032591819763,0.16172316670417786,0.6220579743385315
1070112,0.15495790541172028,0.22059369087219238,0.2648378610610962,0.16468967497348785,0.15690848231315613,0.7127987146377563
1070113,0.3355311453342438,0.44372308254241943,0.3082515299320221,0.18852053582668304,0.19737213850021362,0.3977510631084442
1070114,0.22787287831306458,0.41564393043518066,0.3978983163833618,0.30547505617141724,0.2063884735107422,0.4027806222438812
1070115,0.3559643030166626,0.40560322999954224,0.3984402120113373,0.24748282134532928,0.21759584546089172,0.44835364818573
1070116,0.12645751237869263,0.16707706451416016,0.16707709431648254,0.14472363889217377,0.14472363889217377,
1080101,0.20432987809181213,0.3117668628692627,0.20787423849105835,0.21550945937633514,0.13821353018283844,0.47509023547172546
1080102,0.19173641502857208,0.3542379140853882,0.33634084463119507,0.1934654712677002,0.16418778896331787,0.48158371448516846
1080103,0.3008521795272827,0.3432328999042511,0.28572359681129456,0.17511212825775146,0.16264507174491882,0.5461027026176453
1080104,0.12769606709480286,0.35543128848075867,0.27924203872680664,0.15056873857975006,0.1360146403312683,0.5172891020774841
1080105,0.3555404245853424,0.3284676969051361,0.2763002812862396,0.19510047137737274,0.1276114135980606,0.529547393321991
1080106,0.2512020170688629,0.36693474650382996,0.3328467905521393,0.18641157448291779,0.1577998399734497,0.538888692855835
1080107,0.21830865740776062,0.3259062170982361,0.3552436828613281,0.1749439537525177,0.1719418615102768,0.45226219296455383
1080108,0.25256386399269104,0.352819561958313,0.39262986183166504,0.22511035203933716,0.22777993977069855,0.44714081287384033
1080109,0.16840659081935883,0.3506026268005371,0.2504435181617737,0.19374461472034454,0.14922645688056946,0.5939578413963318
1080110,0.20579805970191956,0.38011690974235535,0.2997167706489563,0.17613685131072998,0.12803363800048828,0.6570304036140442
1080111,0.2934228479862213,0.4339059293270111,0.3517996668815613,0.23516219854354858,0.14208436012268066,0.5011966228485107
1080112,0.26548922061920166,0.35989877581596375,0.3283630311489105,0.20661501586437225,0.19400125741958618,0.5260827541351318
1080113,0.33657070994377136,0.3925097584724426,0.4323004186153412,0.23659072816371918,0.23165695369243622,0.41307300329208374
1080114,0.2874866724014282,0.41311150789260864,0.26853328943252563,0.17428599298000336,0.138345867395401,0.504252016544342
1080201,0.4040909707546234,0.3387176990509033,0.29921069741249084,0.1690642088651657,0.1447843611240387,0.5356286764144897
1080202,0.21085025370121002,0.24489374458789825,0.24890965223312378,0.2518503665924072,0.2169402837753296,0.5180714130401611
1080203,0.5529592633247375,0.22443756461143494,0.19752776622772217,0.18953530490398407,0.16252487897872925,0.6485164165496826
1080301,0.21503117680549622,0.4088504910469055,0.2620116174221039,0.12919223308563232,0.15020373463630676,0.6062873005867004
1080302,0.290216863155365,0.41580507159233093,0.45775413513183594,0.21365566551685333,0.24418312311172485,0.5546850562095642
1080303,0.3820887506008148,0.43429458141326904,0.38476431369781494,0.2493826150894165,0.21535086631774902,0.5338442921638489
1080304,0.29107987880706787,0.33251824975013733,0.3023790121078491,0.20157915353775024,0.1808507740497589,0.5613345503807068
1080305,0.37663745880126953,0.350508451461792,0.29378196597099304,0.19121737778186798,0.1668575406074524,0.740821123123169
1080306,0.3510790765285492,0.4578287601470947,0.44409823417663574,0.20880092680454254,0.20198971033096313,0.5869060158729553
1080307,0.3100746273994446,0.3471776247024536,0.28933942317962646,0.24310308694839478,0.17806965112686157,0.5208424925804138
1080308,0.11104681342840195,0.2975645959377289,0.2716403901576996,0.10170486569404602,0.10077939927577972,0.6909099221229553
1080401,0.18728525936603546,0.3341248035430908,0.25226932764053345,0.15237604081630707,0.11641095578670502,0.6140380501747131
1080402,0.2820799946784973,0.3585623502731323,0.3239887058734894,0.07127461582422256,0.07759471237659454,0.6661468744277954
1080403,0.17465414106845856,0.3929508626461029,0.38196706771850586,0.19298876821994781,0.16554544866085052,0.6402130722999573
1080404,0.21577024459838867,0.3885066509246826,0.38940733671188354,0.1393229365348816,0.16602802276611328,0.5127186179161072
1080405,0.2650001049041748,0.4445742070674896,0.2677519619464874,0.1547030359506607,0.04200047254562378,0.624674379825592
1080406,0.23443293571472168,0.3469567894935608,0.4162865877151489,0.09743840992450714,0.13711217045783997,0.7022475004196167
1080407,0.2706528902053833,0.38058438897132874,0.3505842983722687,0.1323920041322708,0.12336823344230652,0.6836607456207275
1080408,0.22895434498786926,0.3471631407737732,0.3372368812561035,0.151053786277771,0.10243046283721924,0.527874767780304
1080409,0.2766176462173462,0.305467426776886,0.20562905073165894,0.13818477094173431,0.11193963140249252,0.7315560579299927
1080410,0.22802028059959412,0.47000718116760254,0.37767472863197327,0.21738511323928833,0.19930250942707062,0.32916247844696045
1080411,0.21394290030002594,0.2728245258331299,0.291573703289032,0.906124472618103,0.7967767715454102,0.7402804493904114
1080412,0.3605111241340637,0.2932543456554413,0.32976582646369934,0.16370044648647308,0.1957511007785797,0.6228771805763245
1080413,0.18464314937591553,0.3325878083705902,0.28208816051483154,0.119336798787117,0.11108839511871338,0.5415699481964111
1080414,0.19182650744915009,0.35553812980651855,0.25877219438552856,0.12030243128538132,0.11851315945386887,0.6504967212677002
1080415,0.2819169759750366,0.3214304447174072,0.39389491081237793,0.1349467784166336,0.1549195945262909,0.5080448985099792
1080416,0.2373979091644287,0.3457382023334503,0.21971575915813446,0.07429338991641998,0.055506445467472076,0.6552889347076416
1080417,0.27689051628112793,0.39816707372665405,0.4032909572124481,0.17767278850078583,0.12356419116258621,0.5143377780914307
